type,id,x,y,z,value
SENSE,0,1,1,1,36.78794411714422
SENSE,1,1,2,1,48.567178524771236
SENSE,2,1,3,1,57.375342073743276
SENSE,3,1,4,1,60.653065971263345
SENSE,4,1,5,1,57.375342073743276
SENSE,5,1,6,1,48.56717852477124
SENSE,6,1,7,1,36.78794411714422
SENSE,7,2,1,1,48.567178524771236
SENSE,8,2,2,1,64.11803884299545
SENSE,9,2,3,1,75.74651283969663
SENSE,10,2,4,1,80.0737402916808
SENSE,11,2,5,1,75.74651283969665
SENSE,12,2,6,1,64.11803884299546
SENSE,13,2,7,1,48.567178524771236
SENSE,14,3,1,1,57.375342073743276
SENSE,15,3,2,1,75.74651283969663
SENSE,16,3,3,1,89.48393168143699
SENSE,17,3,4,1,94.59594689067654
SENSE,18,3,5,1,89.48393168143699
SENSE,19,3,6,1,75.74651283969665
SENSE,20,3,7,1,57.375342073743276
SENSE,21,4,1,1,60.653065971263345
SENSE,22,4,2,1,80.0737402916808
SENSE,23,4,3,1,94.59594689067654
SENSE,24,4,4,1,100.0
SENSE,25,4,5,1,94.59594689067656
SENSE,26,4,6,1,80.07374029168082
SENSE,27,4,7,1,60.653065971263345
SENSE,28,5,1,1,57.375342073743276
SENSE,29,5,2,1,75.74651283969665
SENSE,30,5,3,1,89.48393168143699
SENSE,31,5,4,1,94.59594689067656
SENSE,32,5,5,1,89.48393168143699
SENSE,33,5,6,1,75.74651283969665
SENSE,34,5,7,1,57.375342073743276
SENSE,35,6,1,1,48.56717852477124
SENSE,36,6,2,1,64.11803884299546
SENSE,37,6,3,1,75.74651283969665
SENSE,38,6,4,1,80.07374029168082
SENSE,39,6,5,1,75.74651283969665
SENSE,40,6,6,1,64.11803884299547
SENSE,41,6,7,1,48.56717852477124
SENSE,42,7,1,1,36.78794411714422
SENSE,43,7,2,1,48.567178524771236
SENSE,44,7,3,1,57.375342073743276
SENSE,45,7,4,1,60.653065971263345
SENSE,46,7,5,1,57.375342073743276
SENSE,47,7,6,1,48.56717852477124
SENSE,48,7,7,1,36.78794411714422
BASE,0,0,0,0,0
BASE,1,8,0,0,0
BASE,2,0,8,0,0
BASE,3,8,8,0,0
