type,id,x,y,z,value
SENSE,0,1,1,1,1
SENSE,1,1,2,1,1
SENSE,2,1,3,1,1
SENSE,3,1,4,1,1
SENSE,4,1,5,1,1
SENSE,5,1,6,1,1
SENSE,6,1,7,1,1
SENSE,7,1,8,1,1
SENSE,8,1,9,1,1
SENSE,9,1,10,1,1
SENSE,10,2,1,1,1
SENSE,11,2,2,1,1
SENSE,12,2,3,1,1
SENSE,13,2,4,1,1
SENSE,14,2,5,1,1
SENSE,15,2,6,1,1
SENSE,16,2,7,1,1
SENSE,17,2,8,1,1
SENSE,18,2,9,1,1
SENSE,19,2,10,1,1
SENSE,20,3,1,1,1
SENSE,21,3,2,1,1
SENSE,22,3,3,1,1
SENSE,23,3,4,1,1
SENSE,24,3,5,1,1
SENSE,25,3,6,1,1
SENSE,26,3,7,1,1
SENSE,27,3,8,1,1
SENSE,28,3,9,1,1
SENSE,29,3,10,1,1
SENSE,30,4,1,1,1
SENSE,31,4,2,1,1
SENSE,32,4,3,1,1
SENSE,33,4,4,1,1
SENSE,34,4,5,1,1
SENSE,35,4,6,1,1
SENSE,36,4,7,1,1
SENSE,37,4,8,1,1
SENSE,38,4,9,1,1
SENSE,39,4,10,1,1
SENSE,40,5,1,1,1
SENSE,41,5,2,1,1
SENSE,42,5,3,1,1
SENSE,43,5,4,1,1
SENSE,44,5,5,1,1
SENSE,45,5,6,1,1
SENSE,46,5,7,1,1
SENSE,47,5,8,1,1
SENSE,48,5,9,1,1
SENSE,49,5,10,1,1
SENSE,50,6,1,1,1
SENSE,51,6,2,1,1
SENSE,52,6,3,1,1
SENSE,53,6,4,1,1
SENSE,54,6,5,1,1
SENSE,55,6,6,1,1
SENSE,56,6,7,1,1
SENSE,57,6,8,1,1
SENSE,58,6,9,1,1
SENSE,59,6,10,1,1
SENSE,60,7,1,1,1
SENSE,61,7,2,1,1
SENSE,62,7,3,1,1
SENSE,63,7,4,1,1
SENSE,64,7,5,1,1
SENSE,65,7,6,1,1
SENSE,66,7,7,1,1
SENSE,67,7,8,1,1
SENSE,68,7,9,1,1
SENSE,69,7,10,1,1
SENSE,70,8,1,1,1
SENSE,71,8,2,1,1
SENSE,72,8,3,1,1
SENSE,73,8,4,1,1
SENSE,74,8,5,1,1
SENSE,75,8,6,1,1
SENSE,76,8,7,1,1
SENSE,77,8,8,1,1
SENSE,78,8,9,1,1
SENSE,79,8,10,1,1
SENSE,80,9,1,1,1
SENSE,81,9,2,1,1
SENSE,82,9,3,1,1
SENSE,83,9,4,1,1
SENSE,84,9,5,1,1
SENSE,85,9,6,1,1
SENSE,86,9,7,1,1
SENSE,87,9,8,1,1
SENSE,88,9,9,1,1
SENSE,89,9,10,1,1
SENSE,90,10,1,1,1
SENSE,91,10,2,1,1
SENSE,92,10,3,1,1
SENSE,93,10,4,1,1
SENSE,94,10,5,1,1
SENSE,95,10,6,1,1
SENSE,96,10,7,1,1
SENSE,97,10,8,1,1
SENSE,98,10,9,1,1
SENSE,99,10,10,1,1
BASE,0,0,0,0,0
BASE,1,11,0,0,0
BASE,2,0,11,0,0
BASE,3,11,11,0,0
