type,id,x,y,z,value
SENSE,0,114,96,82.4,180.6610422
SENSE,1,300,94,82.4,187.7466347
SENSE,2,496,92,82.4,168.533756
SENSE,3,706,84,82.4,153.934773
SENSE,4,883,83,82.4,120.4169491
SENSE,5,1100,111,82.4,152.9544222
SENSE,6,1295,110,82.4,127.2196119
SENSE,7,1488,101,82.4,170.5344568
SENSE,8,116,288,82.4,137.8415381
SENSE,9,317,298,82.4,103.7242253
SENSE,10,509,285,82.4,162.7462966
SENSE,11,684,295,82.4,189.6229768
SENSE,12,899,284,82.4,263.6856225
SENSE,13,1118,289,82.4,113.4872614
SENSE,14,1302,283,82.4,126.0323922
SENSE,15,1500,301,82.4,146.5581349
SENSE,16,99,501,82.4,147.5863989
SENSE,17,318,494,82.4,88.29176162
SENSE,18,480,499,82.4,235.1486718
SENSE,19,707,482,82.4,108.4083118
SENSE,20,892,500,82.4,187.3959143
SENSE,21,1087,511,82.4,220.4217252
SENSE,22,1309,490,82.4,98.38012507
SENSE,23,1507,493,82.4,185.1371947
SENSE,24,113,683,82.4,178.6542168
SENSE,25,317,680,82.4,178.0040103
SENSE,26,510,696,82.4,131.8660743
SENSE,27,680,693,82.4,135.6959097
SENSE,28,885,710,82.4,131.2348632
SENSE,29,1103,686,82.4,157.4750724
SENSE,30,1304,702,82.4,104.2510904
SENSE,31,1515,708,82.4,167.330561
SENSE,32,101,907,82.4,219.371313
SENSE,33,293,904,82.4,138.6256759
SENSE,34,498,896,82.4,114.9435415
SENSE,35,716,894,82.4,80.12001647
SENSE,36,912,891,82.4,231.352301
SENSE,37,1111,886,82.4,155.6116141
SENSE,38,1309,898,82.4,167.260032
SENSE,39,1511,912,82.4,140.4354021
SENSE,40,97,1105,82.4,148.2319286
SENSE,41,284,1100,82.4,139.1133737
SENSE,42,506,1092,82.4,125.0079237
SENSE,43,712,1115,82.4,74.9349612
SENSE,44,907,1103,82.4,123.2436104
SENSE,45,1112,1101,82.4,175.3142872
SENSE,46,1287,1080,82.4,228.6492998
SENSE,47,1518,1088,82.4,179.4213775
SENSE,48,83,1293,82.4,226.5722107
SENSE,49,292,1313,82.4,129.4465726
SENSE,50,482,1312,82.4,87.00450123
SENSE,51,699,1299,82.4,190.9421872
SENSE,52,914,1284,82.4,112.9002108
SENSE,53,1081,1305,82.4,195.0552242
SENSE,54,1315,1282,82.4,141.692485
SENSE,55,1505,1305,82.4,132.9837141
SENSE,56,104,1517,82.4,208.5032697
SENSE,57,308,1512,82.4,94.4131951
SENSE,58,502,1486,82.4,183.992655
SENSE,59,718,1492,82.4,194.6640763
SENSE,60,897,1492,82.4,151.5146092
SENSE,61,1116,1489,82.4,213.8077677
SENSE,62,1294,1483,82.4,159.5254393
SENSE,63,1513,1491,82.4,151.3254212
BASE,0,400,400,0,0
BASE,1,1200,400,0,0
BASE,2,400,1200,0,0
BASE,3,1200,1200,0,0
