type,id,x,y,z,value
SENSE,0,1,1,1,1
SENSE,1,1,2,1,1
SENSE,2,1,3,1,1
SENSE,3,1,4,1,1
SENSE,4,1,5,1,1
SENSE,5,1,6,1,1
SENSE,6,1,7,1,1
SENSE,7,1,8,1,1
SENSE,8,2,1,1,1
SENSE,9,2,2,1,1
SENSE,10,2,3,1,1
SENSE,11,2,4,1,1
SENSE,12,2,5,1,1
SENSE,13,2,6,1,1
SENSE,14,2,7,1,1
SENSE,15,2,8,1,1
SENSE,16,3,1,1,1
SENSE,17,3,2,1,1
SENSE,18,3,3,1,1
SENSE,19,3,4,1,1
SENSE,20,3,5,1,1
SENSE,21,3,6,1,1
SENSE,22,3,7,1,1
SENSE,23,3,8,1,1
SENSE,24,4,1,1,1
SENSE,25,4,2,1,1
SENSE,26,4,3,1,1
SENSE,27,4,4,1,1
SENSE,28,4,5,1,1
SENSE,29,4,6,1,1
SENSE,30,4,7,1,1
SENSE,31,4,8,1,1
SENSE,32,5,1,1,1
SENSE,33,5,2,1,1
SENSE,34,5,3,1,1
SENSE,35,5,4,1,1
SENSE,36,5,5,1,1
SENSE,37,5,6,1,1
SENSE,38,5,7,1,1
SENSE,39,5,8,1,1
SENSE,40,6,1,1,1
SENSE,41,6,2,1,1
SENSE,42,6,3,1,1
SENSE,43,6,4,1,1
SENSE,44,6,5,1,1
SENSE,45,6,6,1,1
SENSE,46,6,7,1,1
SENSE,47,6,8,1,1
SENSE,48,7,1,1,1
SENSE,49,7,2,1,1
SENSE,50,7,3,1,1
SENSE,51,7,4,1,1
SENSE,52,7,5,1,1
SENSE,53,7,6,1,1
SENSE,54,7,7,1,1
SENSE,55,7,8,1,1
SENSE,56,8,1,1,1
SENSE,57,8,2,1,1
SENSE,58,8,3,1,1
SENSE,59,8,4,1,1
SENSE,60,8,5,1,1
SENSE,61,8,6,1,1
SENSE,62,8,7,1,1
SENSE,63,8,8,1,1
BASE,0,0,0,0,0
BASE,1,9,0,0,0
BASE,2,0,9,0,0
BASE,3,9,9,0,0
