type,id,x,y,z,value
SENSE,0,1,1,1,36.78794411714422
SENSE,1,1,2,1,43.40000004687544
SENSE,2,1,3,1,49.53556255832567
SENSE,3,1,4,1,54.700037821572614
SENSE,4,1,5,1,58.43880295423869
SENSE,5,1,6,1,60.4029505904658
SENSE,6,1,7,1,60.4029505904658
SENSE,7,1,8,1,58.43880295423869
SENSE,8,1,9,1,54.700037821572614
SENSE,9,1,10,1,49.53556255832567
SENSE,10,1,11,1,43.400000046875434
SENSE,11,1,12,1,36.78794411714422
SENSE,12,2,1,1,43.40000004687544
SENSE,13,2,2,1,51.20046931872433
SENSE,14,2,3,1,58.43880295423869
SENSE,15,2,4,1,64.53151164035819
SENSE,16,2,5,1,68.94226116243722
SENSE,17,2,6,1,71.25943352827763
SENSE,18,2,7,1,71.25943352827763
SENSE,19,2,8,1,68.94226116243722
SENSE,20,2,9,1,64.53151164035819
SENSE,21,2,10,1,58.43880295423869
SENSE,22,2,11,1,51.200469318724316
SENSE,23,2,12,1,43.40000004687544
SENSE,24,3,1,1,49.53556255832567
SENSE,25,3,2,1,58.43880295423869
SENSE,26,3,3,1,66.7004372453167
SENSE,27,3,4,1,73.6544868293018
SENSE,28,3,5,1,78.68879463216044
SENSE,29,3,6,1,81.33355123498387
SENSE,30,3,7,1,81.33355123498387
SENSE,31,3,8,1,78.68879463216044
SENSE,32,3,9,1,73.6544868293018
SENSE,33,3,10,1,66.7004372453167
SENSE,34,3,11,1,58.43880295423867
SENSE,35,3,12,1,49.53556255832567
SENSE,36,4,1,1,54.700037821572614
SENSE,37,4,2,1,64.53151164035819
SENSE,38,4,3,1,73.6544868293018
SENSE,39,4,4,1,81.33355123498387
SENSE,40,4,5,1,86.89272555338519
SENSE,41,4,6,1,89.81321900761729
SENSE,42,4,7,1,89.81321900761729
SENSE,43,4,8,1,86.89272555338519
SENSE,44,4,9,1,81.33355123498387
SENSE,45,4,10,1,73.65448682930179
SENSE,46,4,11,1,64.53151164035819
SENSE,47,4,12,1,54.700037821572614
SENSE,48,5,1,1,58.43880295423869
SENSE,49,5,2,1,68.94226116243722
SENSE,50,5,3,1,78.68879463216044
SENSE,51,5,4,1,86.89272555338519
SENSE,52,5,5,1,92.83187121981095
SENSE,53,5,6,1,95.95198133852288
SENSE,54,5,7,1,95.95198133852288
SENSE,55,5,8,1,92.83187121981095
SENSE,56,5,9,1,86.89272555338519
SENSE,57,5,10,1,78.68879463216044
SENSE,58,5,11,1,68.94226116243722
SENSE,59,5,12,1,58.43880295423869
SENSE,60,6,1,1,60.4029505904658
SENSE,61,6,2,1,71.25943352827763
SENSE,62,6,3,1,81.33355123498387
SENSE,63,6,4,1,89.81321900761729
SENSE,64,6,5,1,95.95198133852288
SENSE,65,6,6,1,99.17695939779198
SENSE,66,6,7,1,99.17695939779198
SENSE,67,6,8,1,95.95198133852288
SENSE,68,6,9,1,89.81321900761729
SENSE,69,6,10,1,81.33355123498387
SENSE,70,6,11,1,71.25943352827761
SENSE,71,6,12,1,60.4029505904658
SENSE,72,7,1,1,60.4029505904658
SENSE,73,7,2,1,71.25943352827763
SENSE,74,7,3,1,81.33355123498387
SENSE,75,7,4,1,89.81321900761729
SENSE,76,7,5,1,95.95198133852288
SENSE,77,7,6,1,99.17695939779198
SENSE,78,7,7,1,99.17695939779198
SENSE,79,7,8,1,95.95198133852288
SENSE,80,7,9,1,89.81321900761729
SENSE,81,7,10,1,81.33355123498387
SENSE,82,7,11,1,71.25943352827761
SENSE,83,7,12,1,60.4029505904658
SENSE,84,8,1,1,58.43880295423869
SENSE,85,8,2,1,68.94226116243722
SENSE,86,8,3,1,78.68879463216044
SENSE,87,8,4,1,86.89272555338519
SENSE,88,8,5,1,92.83187121981095
SENSE,89,8,6,1,95.95198133852288
SENSE,90,8,7,1,95.95198133852288
SENSE,91,8,8,1,92.83187121981095
SENSE,92,8,9,1,86.89272555338519
SENSE,93,8,10,1,78.68879463216044
SENSE,94,8,11,1,68.94226116243722
SENSE,95,8,12,1,58.43880295423869
SENSE,96,9,1,1,54.700037821572614
SENSE,97,9,2,1,64.53151164035819
SENSE,98,9,3,1,73.6544868293018
SENSE,99,9,4,1,81.33355123498387
SENSE,100,9,5,1,86.89272555338519
SENSE,101,9,6,1,89.81321900761729
SENSE,102,9,7,1,89.81321900761729
SENSE,103,9,8,1,86.89272555338519
SENSE,104,9,9,1,81.33355123498387
SENSE,105,9,10,1,73.65448682930179
SENSE,106,9,11,1,64.53151164035819
SENSE,107,9,12,1,54.700037821572614
SENSE,108,10,1,1,49.53556255832567
SENSE,109,10,2,1,58.43880295423869
SENSE,110,10,3,1,66.7004372453167
SENSE,111,10,4,1,73.65448682930179
SENSE,112,10,5,1,78.68879463216044
SENSE,113,10,6,1,81.33355123498387
SENSE,114,10,7,1,81.33355123498387
SENSE,115,10,8,1,78.68879463216044
SENSE,116,10,9,1,73.65448682930179
SENSE,117,10,10,1,66.70043724531669
SENSE,118,10,11,1,58.43880295423867
SENSE,119,10,12,1,49.53556255832567
SENSE,120,11,1,1,43.400000046875434
SENSE,121,11,2,1,51.200469318724316
SENSE,122,11,3,1,58.43880295423867
SENSE,123,11,4,1,64.53151164035819
SENSE,124,11,5,1,68.94226116243722
SENSE,125,11,6,1,71.25943352827761
SENSE,126,11,7,1,71.25943352827761
SENSE,127,11,8,1,68.94226116243722
SENSE,128,11,9,1,64.53151164035819
SENSE,129,11,10,1,58.43880295423867
SENSE,130,11,11,1,51.200469318724316
SENSE,131,11,12,1,43.400000046875434
SENSE,132,12,1,1,36.78794411714422
SENSE,133,12,2,1,43.40000004687544
SENSE,134,12,3,1,49.53556255832567
SENSE,135,12,4,1,54.700037821572614
SENSE,136,12,5,1,58.43880295423869
SENSE,137,12,6,1,60.4029505904658
SENSE,138,12,7,1,60.4029505904658
SENSE,139,12,8,1,58.43880295423869
SENSE,140,12,9,1,54.700037821572614
SENSE,141,12,10,1,49.53556255832567
SENSE,142,12,11,1,43.400000046875434
SENSE,143,12,12,1,36.78794411714422
BASE,0,0,0,0,0
BASE,1,13,0,0,0
BASE,2,0,13,0,0
BASE,3,13,13,0,0
