type,id,x,y,z,value
SENSE,0,44,113,41.2,137.5870586
SENSE,1,156,103,41.2,126.4790297
SENSE,2,252,97,41.2,143.9254943
SENSE,3,351,86,41.2,114.7762177
SENSE,4,445,89,41.2,259.717201
SENSE,5,558,87,41.2,127.0208203
SENSE,6,647,117,41.2,102.6177692
SENSE,7,740,110,41.2,115.0286486
SENSE,8,841,100,41.2,95.64270059
SENSE,9,954,108,41.2,151.7632297
SENSE,10,1046,82,41.2,214.102755
SENSE,11,1147,103,41.2,97.8938603
SENSE,12,1242,115,41.2,149.7877313
SENSE,13,1346,87,41.2,174.6418392
SENSE,14,1459,118,41.2,175.7258327
SENSE,15,1553,112,41.2,165.1380354
SENSE,16,41,284,41.2,154.3243629
SENSE,17,143,311,41.2,113.3787991
SENSE,18,257,284,41.2,217.840883
SENSE,19,343,315,41.2,123.4478358
SENSE,20,457,293,41.2,185.3715432
SENSE,21,551,306,41.2,148.2817939
SENSE,22,640,287,41.2,100.5715724
SENSE,23,749,309,41.2,80.70730935
SENSE,24,852,286,41.2,237.2956111
SENSE,25,957,288,41.2,85.59108116
SENSE,26,1042,292,41.2,148.7248492
SENSE,27,1155,298,41.2,154.5265227
SENSE,28,1259,305,41.2,100.6964206
SENSE,29,1345,309,41.2,174.2999764
SENSE,30,1453,298,41.2,188.3650249
SENSE,31,1545,315,41.2,198.8746711
SENSE,32,45,507,41.2,59.2454123
SENSE,33,145,494,41.2,172.4241783
SENSE,34,246,490,41.2,80.10454405
SENSE,35,344,489,41.2,98.99409113
SENSE,36,455,482,41.2,168.0021596
SENSE,37,556,488,41.2,107.8825917
SENSE,38,647,512,41.2,132.845857
SENSE,39,742,496,41.2,137.3436688
SENSE,40,850,502,41.2,80.43436945
SENSE,41,950,509,41.2,178.5513703
SENSE,42,1045,482,41.2,237.8197246
SENSE,43,1149,519,41.2,198.7442006
SENSE,44,1251,490,41.2,157.5365481
SENSE,45,1346,488,41.2,210.8845522
SENSE,46,1455,510,41.2,169.2215278
SENSE,47,1548,484,41.2,103.9399243
SENSE,48,49,697,41.2,190.6211205
SENSE,49,158,693,41.2,173.6927478
SENSE,50,240,717,41.2,208.6331734
SENSE,51,352,715,41.2,152.577557
SENSE,52,446,699,41.2,200.8981532
SENSE,53,554,716,41.2,147.3275028
SENSE,54,648,700,41.2,177.2799881
SENSE,55,740,693,41.2,110.2659729
SENSE,56,854,711,41.2,172.7233937
SENSE,57,952,685,41.2,122.6922787
SENSE,58,1043,704,41.2,254.1401429
SENSE,59,1145,682,41.2,208.1625698
SENSE,60,1242,688,41.2,157.333236
SENSE,61,1345,683,41.2,129.2026017
SENSE,62,1443,711,41.2,167.641763
SENSE,63,1558,697,41.2,194.0544962
SENSE,64,45,907,41.2,117.8774446
SENSE,65,158,907,41.2,204.5663008
SENSE,66,254,915,41.2,206.0216902
SENSE,67,348,901,41.2,73.75848431
SENSE,68,450,892,41.2,152.2517273
SENSE,69,552,907,41.2,140.0382401
SENSE,70,658,887,41.2,158.1477749
SENSE,71,750,887,41.2,144.8976299
SENSE,72,856,910,41.2,200.6556009
SENSE,73,956,885,41.2,228.9348021
SENSE,74,1051,913,41.2,116.9276548
SENSE,75,1158,912,41.2,90.95032497
SENSE,76,1256,898,41.2,199.8775725
SENSE,77,1359,891,41.2,162.1724104
SENSE,78,1448,896,41.2,97.16968437
SENSE,79,1542,918,41.2,156.4269172
SENSE,80,50,1084,41.2,162.1457348
SENSE,81,146,1098,41.2,92.82856792
SENSE,82,249,1118,41.2,169.9124784
SENSE,83,348,1115,41.2,210.7610119
SENSE,84,459,1114,41.2,168.7828289
SENSE,85,558,1089,41.2,205.8907651
SENSE,86,646,1085,41.2,206.4045746
SENSE,87,750,1083,41.2,165.6655579
SENSE,88,844,1110,41.2,168.443309
SENSE,89,941,1097,41.2,112.3943124
SENSE,90,1054,1107,41.2,141.3924686
SENSE,91,1154,1116,41.2,205.2067911
SENSE,92,1241,1105,41.2,102.9430041
SENSE,93,1358,1116,41.2,132.7832121
SENSE,94,1448,1103,41.2,206.7395606
SENSE,95,1553,1093,41.2,92.23141402
SENSE,96,54,1312,41.2,49.25347133
SENSE,97,145,1303,41.2,148.2095732
SENSE,98,241,1283,41.2,179.2826906
SENSE,99,340,1297,41.2,268.2985079
SENSE,100,457,1289,41.2,114.0724986
SENSE,101,556,1306,41.2,135.2798795
SENSE,102,655,1298,41.2,147.5311405
SENSE,103,758,1315,41.2,87.57826943
SENSE,104,842,1284,41.2,114.8622658
SENSE,105,943,1300,41.2,223.2108226
SENSE,106,1043,1289,41.2,123.1095612
SENSE,107,1155,1297,41.2,173.7789728
SENSE,108,1245,1299,41.2,84.6107562
SENSE,109,1352,1297,41.2,113.7991058
SENSE,110,1459,1295,41.2,71.23145645
SENSE,111,1555,1283,41.2,248.4737972
SENSE,112,59,1500,41.2,162.1275037
SENSE,113,147,1486,41.2,128.0755744
SENSE,114,249,1486,41.2,99.7743068
SENSE,115,347,1515,41.2,170.1880677
SENSE,116,440,1515,41.2,116.898503
SENSE,117,551,1497,41.2,115.7139692
SENSE,118,654,1489,41.2,180.496587
SENSE,119,747,1501,41.2,68.61136593
SENSE,120,842,1507,41.2,181.818025
SENSE,121,954,1515,41.2,186.2531671
SENSE,122,1055,1494,41.2,109.1070193
SENSE,123,1141,1517,41.2,153.3220096
SENSE,124,1240,1492,41.2,76.89806216
SENSE,125,1357,1511,41.2,97.19490212
SENSE,126,1450,1516,41.2,98.88888849
SENSE,127,1544,1509,41.2,95.52968132
BASE,0,200,200,0,0
BASE,1,600,200,0,0
BASE,2,1000,200,0,0
BASE,3,1400,200,0,0
BASE,4,200,600,0,0
BASE,5,600,600,0,0
BASE,6,1000,600,0,0
BASE,7,1400,600,0,0
BASE,8,200,1000,0,0
BASE,9,600,1000,0,0
BASE,10,1000,1000,0,0
BASE,11,1400,1000,0,0
BASE,12,200,1400,0,0
BASE,13,600,1400,0,0
BASE,14,1000,1400,0,0
BASE,15,1400,1400,0,0
