type,id,x,y,z,value
SENSE,0,109,97,82.4,170.5995665
SENSE,1,316,105,82.4,200.1925462
SENSE,2,518,103,82.4,120.6283176
SENSE,3,685,107,82.4,144.1126735
SENSE,4,892,106,82.4,166.1729722
SENSE,5,1098,94,82.4,133.1938886
SENSE,6,1308,109,82.4,169.5815505
SENSE,7,1483,98,82.4,169.3041148
SENSE,8,117,290,82.4,140.4897986
SENSE,9,301,301,82.4,211.6647255
SENSE,10,513,301,82.4,161.8172348
SENSE,11,695,281,82.4,208.906223
SENSE,12,887,290,82.4,38.26520198
SENSE,13,1097,306,82.4,150.2625939
SENSE,14,1315,315,82.4,75.41813677
SENSE,15,1503,314,82.4,148.6183776
SENSE,16,80,498,82.4,172.3146408
SENSE,17,283,484,82.4,134.6728213
SENSE,18,484,488,82.4,218.1527568
SENSE,19,680,489,82.4,222.4293717
SENSE,20,889,496,82.4,190.2255158
SENSE,21,1091,498,82.4,144.8158241
SENSE,22,1299,490,82.4,153.3216899
SENSE,23,1500,514,82.4,159.724936
SENSE,24,101,687,82.4,46.0901372
SENSE,25,291,719,82.4,182.1470198
SENSE,26,502,694,82.4,147.8486417
SENSE,27,717,694,82.4,109.5930241
SENSE,28,914,682,82.4,164.3131424
SENSE,29,1085,688,82.4,189.5614848
SENSE,30,1315,680,82.4,142.5105644
SENSE,31,1495,684,82.4,182.0378992
SENSE,32,86,912,82.4,172.7906973
SENSE,33,312,914,82.4,209.6257407
SENSE,34,490,911,82.4,127.8128005
SENSE,35,697,889,82.4,185.2932103
SENSE,36,898,902,82.4,86.22475698
SENSE,37,1098,886,82.4,131.201481
SENSE,38,1308,908,82.4,230.8157857
SENSE,39,1484,899,82.4,96.12511632
SENSE,40,106,1115,82.4,139.4552722
SENSE,41,311,1119,82.4,140.6101969
SENSE,42,486,1081,82.4,256.0021572
SENSE,43,698,1087,82.4,195.7080567
SENSE,44,883,1085,82.4,202.230854
SENSE,45,1080,1113,82.4,103.2704026
SENSE,46,1318,1091,82.4,201.2486372
SENSE,47,1503,1088,82.4,231.0335077
SENSE,48,91,1294,82.4,52.30837102
SENSE,49,301,1281,82.4,138.6180194
SENSE,50,492,1281,82.4,193.8795907
SENSE,51,683,1305,82.4,205.3631
SENSE,52,908,1299,82.4,194.9412672
SENSE,53,1083,1297,82.4,152.5070191
SENSE,54,1290,1308,82.4,187.8487375
SENSE,55,1494,1287,82.4,98.11603268
SENSE,56,81,1488,82.4,183.100467
SENSE,57,294,1482,82.4,99.43096117
SENSE,58,508,1495,82.4,146.3744648
SENSE,59,714,1489,82.4,117.6961126
SENSE,60,911,1519,82.4,135.1908605
SENSE,61,1080,1505,82.4,142.8579082
SENSE,62,1289,1519,82.4,198.3459208
SENSE,63,1484,1506,82.4,175.0762737
BASE,0,200,200,0,0
BASE,1,600,200,0,0
BASE,2,1000,200,0,0
BASE,3,1400,200,0,0
BASE,4,200,600,0,0
BASE,5,600,600,0,0
BASE,6,1000,600,0,0
BASE,7,1400,600,0,0
BASE,8,200,1000,0,0
BASE,9,600,1000,0,0
BASE,10,1000,1000,0,0
BASE,11,1400,1000,0,0
BASE,12,200,1400,0,0
BASE,13,600,1400,0,0
BASE,14,1000,1400,0,0
BASE,15,1400,1400,0,0
