type,id,x,y,z,value
SENSE,0,1,1,1,36.78794411714422
SENSE,1,1,2,1,46.99626569105979
SENSE,2,1,3,1,55.331006704435694
SENSE,3,1,4,1,60.03730411984044
SENSE,4,1,5,1,60.03730411984044
SENSE,5,1,6,1,55.331006704435694
SENSE,6,1,7,1,46.99626569105979
SENSE,7,1,8,1,36.78794411714422
SENSE,8,2,1,1,46.99626569105979
SENSE,9,2,2,1,60.03730411984044
SENSE,10,2,3,1,70.68486033780921
SENSE,11,2,4,1,76.69711269557101
SENSE,12,2,5,1,76.69711269557101
SENSE,13,2,6,1,70.68486033780921
SENSE,14,2,7,1,60.03730411984045
SENSE,15,2,8,1,46.99626569105979
SENSE,16,3,1,1,55.331006704435694
SENSE,17,3,2,1,70.68486033780921
SENSE,18,3,3,1,83.22075006903013
SENSE,19,3,4,1,90.29926940720301
SENSE,20,3,5,1,90.29926940720301
SENSE,21,3,6,1,83.22075006903013
SENSE,22,3,7,1,70.68486033780921
SENSE,23,3,8,1,55.331006704435694
SENSE,24,4,1,1,60.03730411984044
SENSE,25,4,2,1,76.69711269557101
SENSE,26,4,3,1,90.29926940720301
SENSE,27,4,4,1,97.97986738537044
SENSE,28,4,5,1,97.97986738537044
SENSE,29,4,6,1,90.29926940720301
SENSE,30,4,7,1,76.69711269557102
SENSE,31,4,8,1,60.03730411984044
SENSE,32,5,1,1,60.03730411984044
SENSE,33,5,2,1,76.69711269557101
SENSE,34,5,3,1,90.29926940720301
SENSE,35,5,4,1,97.97986738537044
SENSE,36,5,5,1,97.97986738537044
SENSE,37,5,6,1,90.29926940720301
SENSE,38,5,7,1,76.69711269557102
SENSE,39,5,8,1,60.03730411984044
SENSE,40,6,1,1,55.331006704435694
SENSE,41,6,2,1,70.68486033780921
SENSE,42,6,3,1,83.22075006903013
SENSE,43,6,4,1,90.29926940720301
SENSE,44,6,5,1,90.29926940720301
SENSE,45,6,6,1,83.22075006903013
SENSE,46,6,7,1,70.68486033780921
SENSE,47,6,8,1,55.331006704435694
SENSE,48,7,1,1,46.99626569105979
SENSE,49,7,2,1,60.03730411984045
SENSE,50,7,3,1,70.68486033780921
SENSE,51,7,4,1,76.69711269557102
SENSE,52,7,5,1,76.69711269557102
SENSE,53,7,6,1,70.68486033780921
SENSE,54,7,7,1,60.03730411984045
SENSE,55,7,8,1,46.99626569105979
SENSE,56,8,1,1,36.78794411714422
SENSE,57,8,2,1,46.99626569105979
SENSE,58,8,3,1,55.331006704435694
SENSE,59,8,4,1,60.03730411984044
SENSE,60,8,5,1,60.03730411984044
SENSE,61,8,6,1,55.331006704435694
SENSE,62,8,7,1,46.99626569105979
SENSE,63,8,8,1,36.78794411714422
BASE,0,0,0,0,0
BASE,1,9,0,0,0
BASE,2,0,9,0,0
BASE,3,9,9,0,0
