type,id,x,y,z,value
SENSE,0,92,92,82.4,369.827934
SENSE,1,282,119,82.4,470.0428553
SENSE,2,502,88,82.4,399.806338
SENSE,3,715,110,82.4,359.8498485
SENSE,4,898,104,82.4,321.0278332
SENSE,5,1104,119,82.4,243.5426228
SENSE,6,1292,101,82.4,332.5838518
SENSE,7,1515,85,82.4,263.692227
SENSE,8,85,306,82.4,135.9353837
SENSE,9,314,306,82.4,303.8740605
SENSE,10,510,294,82.4,443.3508753
SENSE,11,708,312,82.4,258.9308425
SENSE,12,911,319,82.4,266.2828578
SENSE,13,1080,311,82.4,485.3512117
SENSE,14,1293,308,82.4,190.8103958
SENSE,15,1509,300,82.4,266.4743455
SENSE,16,106,516,82.4,432.8606638
SENSE,17,307,506,82.4,303.8710013
SENSE,18,501,512,82.4,364.4106447
SENSE,19,688,519,82.4,417.7603717
SENSE,20,883,514,82.4,420.362644
SENSE,21,1103,510,82.4,189.6747287
SENSE,22,1302,497,82.4,252.9288942
SENSE,23,1499,516,82.4,220.2277432
SENSE,24,97,714,82.4,235.6701465
SENSE,25,306,713,82.4,426.4140712
SENSE,26,510,685,82.4,279.5064878
SENSE,27,692,717,82.4,275.5372632
SENSE,28,886,712,82.4,396.2268438
SENSE,29,1115,693,82.4,314.2347327
SENSE,30,1280,708,82.4,332.199842
SENSE,31,1516,705,82.4,429.8719442
SENSE,32,109,898,82.4,242.0977255
SENSE,33,283,899,82.4,334.2216247
SENSE,34,503,897,82.4,306.5366932
SENSE,35,701,909,82.4,387.3222748
SENSE,36,898,904,82.4,206.3943517
SENSE,37,1118,887,82.4,206.3468572
SENSE,38,1299,914,82.4,256.8522342
SENSE,39,1508,893,82.4,196.0348458
SENSE,40,85,1099,82.4,288.4736435
SENSE,41,283,1113,82.4,388.3547702
SENSE,42,498,1093,82.4,197.5477927
SENSE,43,718,1114,82.4,215.5897708
SENSE,44,918,1119,82.4,249.5616267
SENSE,45,1111,1104,82.4,332.3350433
SENSE,46,1311,1115,82.4,168.2703822
SENSE,47,1486,1106,82.4,316.837051
SENSE,48,81,1307,82.4,298.8327638
SENSE,49,310,1286,82.4,369.4742648
SENSE,50,487,1295,82.4,323.2464857
SENSE,51,693,1285,82.4,411.6096847
SENSE,52,884,1317,82.4,279.180151
SENSE,53,1106,1280,82.4,266.693929
SENSE,54,1303,1285,82.4,492.004764
SENSE,55,1496,1307,82.4,444.8892955
SENSE,56,108,1512,82.4,271.0052728
SENSE,57,313,1517,82.4,393.3211995
SENSE,58,487,1485,82.4,485.6710937
SENSE,59,694,1497,82.4,164.6679602
SENSE,60,915,1495,82.4,320.9610102
SENSE,61,1106,1492,82.4,233.6051715
SENSE,62,1305,1487,82.4,246.0744878
SENSE,63,1495,1483,82.4,298.3031073
BASE,0,400,400,0,0
BASE,1,1200,400,0,0
BASE,2,400,1200,0,0
BASE,3,1200,1200,0,0
