type,id,x,y,z,value
SENSE,0,1417.0541385002562,366.66630000032967,1,495
SENSE,1,1189.054366500361,245.61086549964273,1,1327
SENSE,2,835.3880534999735,640.3882485000529,1,1233
SENSE,3,1165.8321675001744,799.888088999995,1,1044
SENSE,4,642.6660239998286,996.1656704994527,1,1338
SENSE,5,629.6104815004215,1225.887663000526,1,1702
SENSE,6,774.499225500147,1696.2205260004444,1,1752
SENSE,7,1083.6655830003838,1740.83159249992,1,1681
SENSE,8,353.9440905000811,1294.1653725002504,1,1284
SENSE,9,428.6106825002544,968.6656980001977,1,1057
BASE,0,-30.0,-30.0,0,0
BASE,1,1631.4428430001244,-30.0,0,0
BASE,2,-30.0,1919.4018143002982,0,0
BASE,3,1631.4428430001244,1919.4018143002982,0,0
