type,id,x,y,z,value
SENSE,0,54,95,41.2,112.8595176
SENSE,1,143,85,41.2,83.7239091
SENSE,2,242,104,41.2,45.16047627
SENSE,3,345,118,41.2,21.60693897
SENSE,4,447,81,41.2,126.989552
SENSE,5,554,110,41.2,74.99022833
SENSE,6,643,114,41.2,23.24481842
SENSE,7,755,117,41.2,86.19631368
SENSE,8,858,91,41.2,77.56233113
SENSE,9,956,86,41.2,101.947995
SENSE,10,1058,81,41.2,89.91252013
SENSE,11,1141,80,41.2,109.8637916
SENSE,12,1253,82,41.2,72.63338257
SENSE,13,1349,107,41.2,104.881298
SENSE,14,1445,98,41.2,101.7145415
SENSE,15,1550,114,41.2,73.40748505
SENSE,16,58,291,41.2,96.08516033
SENSE,17,148,304,41.2,51.50405637
SENSE,18,247,306,41.2,40.31085028
SENSE,19,346,291,41.2,70.84757855
SENSE,20,459,292,41.2,68.95828572
SENSE,21,554,312,41.2,88.80584593
SENSE,22,655,317,41.2,66.14736645
SENSE,23,742,305,41.2,86.55125163
SENSE,24,852,304,41.2,53.01878027
SENSE,25,959,282,41.2,64.39034228
SENSE,26,1046,288,41.2,57.01779903
SENSE,27,1151,284,41.2,52.68138858
SENSE,28,1248,289,41.2,51.6390875
SENSE,29,1356,291,41.2,28.65246173
SENSE,30,1449,316,41.2,142.9608529
SENSE,31,1547,299,41.2,67.58602535
SENSE,32,44,502,41.2,27.19505638
SENSE,33,158,482,41.2,45.75521587
SENSE,34,252,516,41.2,53.22959015
SENSE,35,357,481,41.2,58.65581893
SENSE,36,454,500,41.2,125.0094399
SENSE,37,549,517,41.2,38.79578987
SENSE,38,643,491,41.2,111.4561347
SENSE,39,756,484,41.2,49.78828908
SENSE,40,855,519,41.2,66.45067748
SENSE,41,942,486,41.2,82.51679138
SENSE,42,1052,504,41.2,59.58589567
SENSE,43,1157,482,41.2,70.1321105
SENSE,44,1257,488,41.2,78.41334772
SENSE,45,1351,481,41.2,121.0277512
SENSE,46,1454,499,41.2,104.1281971
SENSE,47,1540,483,41.2,85.60806273
SENSE,48,53,685,41.2,86.35116858
SENSE,49,155,693,41.2,98.15519598
SENSE,50,259,687,41.2,110.5677445
SENSE,51,351,700,41.2,99.79002475
SENSE,52,445,686,41.2,93.54599827
SENSE,53,543,697,41.2,48.35586043
SENSE,54,659,696,41.2,83.72859303
SENSE,55,742,704,41.2,33.65443285
SENSE,56,858,691,41.2,87.27342612
SENSE,57,945,694,41.2,113.1688978
SENSE,58,1055,708,41.2,109.3901253
SENSE,59,1159,710,41.2,77.17915115
SENSE,60,1259,705,41.2,108.3010419
SENSE,61,1356,712,41.2,79.09006922
SENSE,62,1458,708,41.2,62.78175147
SENSE,63,1551,680,41.2,36.23082872
SENSE,64,52,916,41.2,60.84214945
SENSE,65,153,886,41.2,59.32374963
SENSE,66,246,889,41.2,58.7514224
SENSE,67,358,911,41.2,46.4637704
SENSE,68,452,908,41.2,91.35745677
SENSE,69,559,888,41.2,37.39975167
SENSE,70,643,905,41.2,26.8750664
SENSE,71,759,898,41.2,91.43584417
SENSE,72,854,906,41.2,85.99886398
SENSE,73,952,886,41.2,43.24626588
SENSE,74,1054,913,41.2,64.06815382
SENSE,75,1157,885,41.2,35.08425448
SENSE,76,1247,913,41.2,79.50761557
SENSE,77,1349,909,41.2,91.20342917
SENSE,78,1447,897,41.2,83.87444773
SENSE,79,1551,916,41.2,113.6380076
SENSE,80,58,1087,41.2,97.0231718
SENSE,81,141,1098,41.2,90.39524108
SENSE,82,240,1101,41.2,95.19118792
SENSE,83,344,1119,41.2,113.237605
SENSE,84,446,1107,41.2,120.8881922
SENSE,85,546,1094,41.2,103.7477052
SENSE,86,655,1113,41.2,97.41617598
SENSE,87,743,1093,41.2,84.20783233
SENSE,88,855,1086,41.2,85.1596141
SENSE,89,950,1090,41.2,106.2721536
SENSE,90,1043,1114,41.2,98.41860418
SENSE,91,1148,1115,41.2,62.15970073
SENSE,92,1240,1116,41.2,83.41263923
SENSE,93,1351,1106,41.2,40.1944895
SENSE,94,1443,1113,41.2,107.9438663
SENSE,95,1548,1083,41.2,95.49970598
SENSE,96,42,1314,41.2,103.8486587
SENSE,97,147,1316,41.2,74.33469262
SENSE,98,248,1280,41.2,72.89402008
SENSE,99,353,1296,41.2,89.00893073
SENSE,100,443,1295,41.2,60.4784776
SENSE,101,556,1303,41.2,37.70996852
SENSE,102,647,1284,41.2,72.2307509
SENSE,103,747,1302,41.2,92.36404122
SENSE,104,852,1284,41.2,58.7230182
SENSE,105,956,1294,41.2,105.520761
SENSE,106,1045,1307,41.2,45.96069243
SENSE,107,1147,1292,41.2,84.9619768
SENSE,108,1259,1302,41.2,62.61266555
SENSE,109,1342,1285,41.2,97.70782195
SENSE,110,1440,1293,41.2,103.6396156
SENSE,111,1551,1291,41.2,52.80995525
SENSE,112,49,1504,41.2,27.47084473
SENSE,113,155,1512,41.2,95.61719282
SENSE,114,240,1493,41.2,89.35738538
SENSE,115,347,1485,41.2,85.14984002
SENSE,116,452,1507,41.2,74.03503412
SENSE,117,549,1512,41.2,99.99434072
SENSE,118,647,1519,41.2,106.8284712
SENSE,119,746,1513,41.2,74.09025902
SENSE,120,854,1512,41.2,47.53207788
SENSE,121,951,1519,41.2,75.43790812
SENSE,122,1047,1481,41.2,105.1133635
SENSE,123,1154,1515,41.2,48.15429173
SENSE,124,1259,1506,41.2,80.51987823
SENSE,125,1357,1488,41.2,63.7198262
SENSE,126,1444,1515,41.2,76.20507468
SENSE,127,1559,1518,41.2,94.09783832
BASE,0,400,400,0,0
BASE,1,1200,400,0,0
BASE,2,400,1200,0,0
BASE,3,1200,1200,0,0
