type,id,x,y,z,value
SENSE,0,1,1,1,36.78794411714422
SENSE,1,1,2,1,44.04316545059992
SENSE,2,1,3,1,50.66169923655897
SENSE,3,1,4,1,55.989836656540206
SENSE,4,1,5,1,59.452054797019436
SENSE,5,1,6,1,60.653065971263345
SENSE,6,1,7,1,59.452054797019436
SENSE,7,1,8,1,55.98983665654019
SENSE,8,1,9,1,50.66169923655895
SENSE,9,1,10,1,44.04316545059992
SENSE,10,1,11,1,36.78794411714422
SENSE,11,2,1,1,44.04316545059992
SENSE,12,2,2,1,52.72924240430484
SENSE,13,2,3,1,60.653065971263345
SENSE,14,2,4,1,67.03200460356393
SENSE,15,2,5,1,71.17703227626096
SENSE,16,2,6,1,72.61490370736908
SENSE,17,2,7,1,71.17703227626096
SENSE,18,2,8,1,67.03200460356392
SENSE,19,2,9,1,60.653065971263345
SENSE,20,2,10,1,52.72924240430484
SENSE,21,2,11,1,44.04316545059992
SENSE,22,3,1,1,50.66169923655897
SENSE,23,3,2,1,60.653065971263345
SENSE,24,3,3,1,69.76763260710311
SENSE,25,3,4,1,77.10515858035663
SENSE,26,3,5,1,81.87307530779819
SENSE,27,3,6,1,83.5270211411272
SENSE,28,3,7,1,81.87307530779819
SENSE,29,3,8,1,77.10515858035663
SENSE,30,3,9,1,69.76763260710311
SENSE,31,3,10,1,60.653065971263345
SENSE,32,3,11,1,50.66169923655897
SENSE,33,4,1,1,55.989836656540206
SENSE,34,4,2,1,67.03200460356393
SENSE,35,4,3,1,77.10515858035663
SENSE,36,4,4,1,85.21437889662113
SENSE,37,4,5,1,90.48374180359596
SENSE,38,4,6,1,92.31163463866359
SENSE,39,4,7,1,90.48374180359596
SENSE,40,4,8,1,85.21437889662113
SENSE,41,4,9,1,77.10515858035663
SENSE,42,4,10,1,67.03200460356393
SENSE,43,4,11,1,55.989836656540206
SENSE,44,5,1,1,59.452054797019436
SENSE,45,5,2,1,71.17703227626096
SENSE,46,5,3,1,81.87307530779819
SENSE,47,5,4,1,90.48374180359596
SENSE,48,5,5,1,96.07894391523232
SENSE,49,5,6,1,98.01986733067554
SENSE,50,5,7,1,96.07894391523232
SENSE,51,5,8,1,90.48374180359595
SENSE,52,5,9,1,81.87307530779819
SENSE,53,5,10,1,71.17703227626096
SENSE,54,5,11,1,59.452054797019436
SENSE,55,6,1,1,60.653065971263345
SENSE,56,6,2,1,72.61490370736908
SENSE,57,6,3,1,83.5270211411272
SENSE,58,6,4,1,92.31163463866359
SENSE,59,6,5,1,98.01986733067554
SENSE,60,6,6,1,100.0
SENSE,61,6,7,1,98.01986733067552
SENSE,62,6,8,1,92.31163463866358
SENSE,63,6,9,1,83.5270211411272
SENSE,64,6,10,1,72.61490370736908
SENSE,65,6,11,1,60.653065971263345
SENSE,66,7,1,1,59.452054797019436
SENSE,67,7,2,1,71.17703227626096
SENSE,68,7,3,1,81.87307530779819
SENSE,69,7,4,1,90.48374180359596
SENSE,70,7,5,1,96.07894391523232
SENSE,71,7,6,1,98.01986733067552
SENSE,72,7,7,1,96.07894391523232
SENSE,73,7,8,1,90.48374180359595
SENSE,74,7,9,1,81.87307530779819
SENSE,75,7,10,1,71.17703227626096
SENSE,76,7,11,1,59.452054797019436
SENSE,77,8,1,1,55.98983665654019
SENSE,78,8,2,1,67.03200460356392
SENSE,79,8,3,1,77.10515858035663
SENSE,80,8,4,1,85.21437889662113
SENSE,81,8,5,1,90.48374180359595
SENSE,82,8,6,1,92.31163463866358
SENSE,83,8,7,1,90.48374180359595
SENSE,84,8,8,1,85.21437889662113
SENSE,85,8,9,1,77.10515858035662
SENSE,86,8,10,1,67.03200460356392
SENSE,87,8,11,1,55.98983665654019
SENSE,88,9,1,1,50.66169923655895
SENSE,89,9,2,1,60.653065971263345
SENSE,90,9,3,1,69.76763260710311
SENSE,91,9,4,1,77.10515858035663
SENSE,92,9,5,1,81.87307530779819
SENSE,93,9,6,1,83.5270211411272
SENSE,94,9,7,1,81.87307530779819
SENSE,95,9,8,1,77.10515858035662
SENSE,96,9,9,1,69.76763260710311
SENSE,97,9,10,1,60.653065971263345
SENSE,98,9,11,1,50.66169923655895
SENSE,99,10,1,1,44.04316545059992
SENSE,100,10,2,1,52.72924240430484
SENSE,101,10,3,1,60.653065971263345
SENSE,102,10,4,1,67.03200460356393
SENSE,103,10,5,1,71.17703227626096
SENSE,104,10,6,1,72.61490370736908
SENSE,105,10,7,1,71.17703227626096
SENSE,106,10,8,1,67.03200460356392
SENSE,107,10,9,1,60.653065971263345
SENSE,108,10,10,1,52.72924240430484
SENSE,109,10,11,1,44.04316545059992
SENSE,110,11,1,1,36.78794411714422
SENSE,111,11,2,1,44.04316545059992
SENSE,112,11,3,1,50.66169923655897
SENSE,113,11,4,1,55.989836656540206
SENSE,114,11,5,1,59.452054797019436
SENSE,115,11,6,1,60.653065971263345
SENSE,116,11,7,1,59.452054797019436
SENSE,117,11,8,1,55.98983665654019
SENSE,118,11,9,1,50.66169923655895
SENSE,119,11,10,1,44.04316545059992
SENSE,120,11,11,1,36.78794411714422
BASE,0,0,0,0,0
BASE,1,12,0,0,0
BASE,2,0,12,0,0
BASE,3,12,12,0,0
