type,id,x,y,z,value
SENSE,0,1,1,1,1
SENSE,1,1,2,1,1
SENSE,2,1,3,1,1
SENSE,3,1,4,1,1
SENSE,4,1,5,1,1
SENSE,5,1,6,1,1
SENSE,6,1,7,1,1
SENSE,7,2,1,1,1
SENSE,8,2,2,1,1
SENSE,9,2,3,1,1
SENSE,10,2,4,1,1
SENSE,11,2,5,1,1
SENSE,12,2,6,1,1
SENSE,13,2,7,1,1
SENSE,14,3,1,1,1
SENSE,15,3,2,1,1
SENSE,16,3,3,1,1
SENSE,17,3,4,1,1
SENSE,18,3,5,1,1
SENSE,19,3,6,1,1
SENSE,20,3,7,1,1
SENSE,21,4,1,1,1
SENSE,22,4,2,1,1
SENSE,23,4,3,1,1
SENSE,24,4,4,1,1
SENSE,25,4,5,1,1
SENSE,26,4,6,1,1
SENSE,27,4,7,1,1
SENSE,28,5,1,1,1
SENSE,29,5,2,1,1
SENSE,30,5,3,1,1
SENSE,31,5,4,1,1
SENSE,32,5,5,1,1
SENSE,33,5,6,1,1
SENSE,34,5,7,1,1
SENSE,35,6,1,1,1
SENSE,36,6,2,1,1
SENSE,37,6,3,1,1
SENSE,38,6,4,1,1
SENSE,39,6,5,1,1
SENSE,40,6,6,1,1
SENSE,41,6,7,1,1
SENSE,42,7,1,1,1
SENSE,43,7,2,1,1
SENSE,44,7,3,1,1
SENSE,45,7,4,1,1
SENSE,46,7,5,1,1
SENSE,47,7,6,1,1
SENSE,48,7,7,1,1
BASE,0,0,0,0,0
BASE,1,8,0,0,0
BASE,2,0,8,0,0
BASE,3,8,8,0,0
