type,id,x,y,z,value
SENSE,0,1,1,1,1
SENSE,1,1,2,1,1
SENSE,2,1,3,1,1
SENSE,3,1,4,1,1
SENSE,4,1,5,1,1
SENSE,5,1,6,1,1
SENSE,6,1,7,1,1
SENSE,7,1,8,1,1
SENSE,8,1,9,1,1
SENSE,9,1,10,1,1
SENSE,10,1,11,1,1
SENSE,11,1,12,1,1
SENSE,12,2,1,1,1
SENSE,13,2,2,1,1
SENSE,14,2,3,1,1
SENSE,15,2,4,1,1
SENSE,16,2,5,1,1
SENSE,17,2,6,1,1
SENSE,18,2,7,1,1
SENSE,19,2,8,1,1
SENSE,20,2,9,1,1
SENSE,21,2,10,1,1
SENSE,22,2,11,1,1
SENSE,23,2,12,1,1
SENSE,24,3,1,1,1
SENSE,25,3,2,1,1
SENSE,26,3,3,1,1
SENSE,27,3,4,1,1
SENSE,28,3,5,1,1
SENSE,29,3,6,1,1
SENSE,30,3,7,1,1
SENSE,31,3,8,1,1
SENSE,32,3,9,1,1
SENSE,33,3,10,1,1
SENSE,34,3,11,1,1
SENSE,35,3,12,1,1
SENSE,36,4,1,1,1
SENSE,37,4,2,1,1
SENSE,38,4,3,1,1
SENSE,39,4,4,1,1
SENSE,40,4,5,1,1
SENSE,41,4,6,1,1
SENSE,42,4,7,1,1
SENSE,43,4,8,1,1
SENSE,44,4,9,1,1
SENSE,45,4,10,1,1
SENSE,46,4,11,1,1
SENSE,47,4,12,1,1
SENSE,48,5,1,1,1
SENSE,49,5,2,1,1
SENSE,50,5,3,1,1
SENSE,51,5,4,1,1
SENSE,52,5,5,1,1
SENSE,53,5,6,1,1
SENSE,54,5,7,1,1
SENSE,55,5,8,1,1
SENSE,56,5,9,1,1
SENSE,57,5,10,1,1
SENSE,58,5,11,1,1
SENSE,59,5,12,1,1
SENSE,60,6,1,1,1
SENSE,61,6,2,1,1
SENSE,62,6,3,1,1
SENSE,63,6,4,1,1
SENSE,64,6,5,1,1
SENSE,65,6,6,1,1
SENSE,66,6,7,1,1
SENSE,67,6,8,1,1
SENSE,68,6,9,1,1
SENSE,69,6,10,1,1
SENSE,70,6,11,1,1
SENSE,71,6,12,1,1
SENSE,72,7,1,1,1
SENSE,73,7,2,1,1
SENSE,74,7,3,1,1
SENSE,75,7,4,1,1
SENSE,76,7,5,1,1
SENSE,77,7,6,1,1
SENSE,78,7,7,1,1
SENSE,79,7,8,1,1
SENSE,80,7,9,1,1
SENSE,81,7,10,1,1
SENSE,82,7,11,1,1
SENSE,83,7,12,1,1
SENSE,84,8,1,1,1
SENSE,85,8,2,1,1
SENSE,86,8,3,1,1
SENSE,87,8,4,1,1
SENSE,88,8,5,1,1
SENSE,89,8,6,1,1
SENSE,90,8,7,1,1
SENSE,91,8,8,1,1
SENSE,92,8,9,1,1
SENSE,93,8,10,1,1
SENSE,94,8,11,1,1
SENSE,95,8,12,1,1
SENSE,96,9,1,1,1
SENSE,97,9,2,1,1
SENSE,98,9,3,1,1
SENSE,99,9,4,1,1
SENSE,100,9,5,1,1
SENSE,101,9,6,1,1
SENSE,102,9,7,1,1
SENSE,103,9,8,1,1
SENSE,104,9,9,1,1
SENSE,105,9,10,1,1
SENSE,106,9,11,1,1
SENSE,107,9,12,1,1
SENSE,108,10,1,1,1
SENSE,109,10,2,1,1
SENSE,110,10,3,1,1
SENSE,111,10,4,1,1
SENSE,112,10,5,1,1
SENSE,113,10,6,1,1
SENSE,114,10,7,1,1
SENSE,115,10,8,1,1
SENSE,116,10,9,1,1
SENSE,117,10,10,1,1
SENSE,118,10,11,1,1
SENSE,119,10,12,1,1
SENSE,120,11,1,1,1
SENSE,121,11,2,1,1
SENSE,122,11,3,1,1
SENSE,123,11,4,1,1
SENSE,124,11,5,1,1
SENSE,125,11,6,1,1
SENSE,126,11,7,1,1
SENSE,127,11,8,1,1
SENSE,128,11,9,1,1
SENSE,129,11,10,1,1
SENSE,130,11,11,1,1
SENSE,131,11,12,1,1
SENSE,132,12,1,1,1
SENSE,133,12,2,1,1
SENSE,134,12,3,1,1
SENSE,135,12,4,1,1
SENSE,136,12,5,1,1
SENSE,137,12,6,1,1
SENSE,138,12,7,1,1
SENSE,139,12,8,1,1
SENSE,140,12,9,1,1
SENSE,141,12,10,1,1
SENSE,142,12,11,1,1
SENSE,143,12,12,1,1
BASE,0,0,0,0,0
BASE,1,13,0,0,0
BASE,2,0,13,0,0
BASE,3,13,13,0,0
