type,id,x,y,z,value
SENSE,0,1,1,1,36.78794411714422
SENSE,1,1,2,1,53.52614285189902
SENSE,2,1,3,1,60.653065971263345
SENSE,3,1,4,1,53.52614285189902
SENSE,4,1,5,1,36.78794411714422
SENSE,5,2,1,1,53.52614285189902
SENSE,6,2,2,1,77.8800783071405
SENSE,7,2,3,1,88.24969025845955
SENSE,8,2,4,1,77.8800783071405
SENSE,9,2,5,1,53.52614285189902
SENSE,10,3,1,1,60.653065971263345
SENSE,11,3,2,1,88.24969025845955
SENSE,12,3,3,1,100.0
SENSE,13,3,4,1,88.24969025845955
SENSE,14,3,5,1,60.653065971263345
SENSE,15,4,1,1,53.52614285189902
SENSE,16,4,2,1,77.8800783071405
SENSE,17,4,3,1,88.24969025845955
SENSE,18,4,4,1,77.8800783071405
SENSE,19,4,5,1,53.52614285189902
SENSE,20,5,1,1,36.78794411714422
SENSE,21,5,2,1,53.52614285189902
SENSE,22,5,3,1,60.653065971263345
SENSE,23,5,4,1,53.52614285189902
SENSE,24,5,5,1,36.78794411714422
BASE,0,0,0,0,0
BASE,1,6,0,0,0
BASE,2,0,6,0,0
BASE,3,6,6,0,0
