type,id,x,y,z,value
SENSE,0,1,1,1,36.78794411714422
SENSE,1,1,2,1,50.66169923655897
SENSE,2,1,3,1,59.452054797019436
SENSE,3,1,4,1,59.452054797019436
SENSE,4,1,5,1,50.66169923655895
SENSE,5,1,6,1,36.78794411714422
SENSE,6,2,1,1,50.66169923655897
SENSE,7,2,2,1,69.76763260710311
SENSE,8,2,3,1,81.87307530779819
SENSE,9,2,4,1,81.87307530779819
SENSE,10,2,5,1,69.76763260710311
SENSE,11,2,6,1,50.66169923655897
SENSE,12,3,1,1,59.452054797019436
SENSE,13,3,2,1,81.87307530779819
SENSE,14,3,3,1,96.07894391523232
SENSE,15,3,4,1,96.07894391523232
SENSE,16,3,5,1,81.87307530779819
SENSE,17,3,6,1,59.452054797019436
SENSE,18,4,1,1,59.452054797019436
SENSE,19,4,2,1,81.87307530779819
SENSE,20,4,3,1,96.07894391523232
SENSE,21,4,4,1,96.07894391523232
SENSE,22,4,5,1,81.87307530779819
SENSE,23,4,6,1,59.452054797019436
SENSE,24,5,1,1,50.66169923655895
SENSE,25,5,2,1,69.76763260710311
SENSE,26,5,3,1,81.87307530779819
SENSE,27,5,4,1,81.87307530779819
SENSE,28,5,5,1,69.76763260710311
SENSE,29,5,6,1,50.66169923655895
SENSE,30,6,1,1,36.78794411714422
SENSE,31,6,2,1,50.66169923655897
SENSE,32,6,3,1,59.452054797019436
SENSE,33,6,4,1,59.452054797019436
SENSE,34,6,5,1,50.66169923655895
SENSE,35,6,6,1,36.78794411714422
BASE,0,0,0,0,0
BASE,1,7,0,0,0
BASE,2,0,7,0,0
BASE,3,7,7,0,0
